,tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,accountId
2416,MASTER,0-HNTVJMD2UJEGrURU_MSTaLPAjz94tMK7lErwc-dQ2fuck,Cheesy Weezy,47,490,497,False,False,False,False,J3N-LCCY7IuBkMTiBGdeCeKpZmXPiLsXBd8_1s31BcN0rSE
2417,MASTER,pAccT4sYyrm4Z7dMp1JUzG1rbWW-qw-i_f1DOMImZsnPy9M,monsieur14,233,77,73,False,False,True,False,gwxJgJQYw8-esK3ERJSREeY5KSH8NHkiXbiIkiQa9xdylg
2418,MASTER,Pa7a_f1h3GPJjwT86P4gHmWkxcDinMKAh3R1Pb90rxhAJTtG,Dictraction,64,82,65,False,False,False,False,v7Ov3EK6ZaCY9ATnjU_eVSJj6Mv8JKaaKGZ_eo_RaOYAsX8hS8vVfHFJ
2419,MASTER,k6MVcCopkKXH1bNHTzC4iZety9sppNboMoqR3j7oRz5dbQI,Kevin7600,61,28,20,False,False,True,False,f1tmuiSZStsP_HOlO1SSCL9V9_qLjzTSnOIpoc235fr8m1s
2420,MASTER,cdtUiNQCoOnDmcbs0QaswDJII-0lLfR1S7FnJgN1YZJR_4I,Platypus Is Life,0,45,35,False,False,False,False,4Ow4C5EaDlq58iR9B50kxlVpRQj83H7U0WJTwocH1i4EVQ4
2421,MASTER,0-M0AM-iGk70Yxpd4doUMCW_D7VEqFmBBS71euBAjPDay-iwSUQeSFKKqg,Chase v9,172,101,77,False,False,False,False,PRRXRBed3Ogy0vbSgkHVjhfu33zLikhTZfe7ul5rugdry06oNUByGRjR
2422,MASTER,-Yzra3qlInVeTl8awlgxKI1DHHHpmwM1PdFeLSYUJx2v2wY,38th Parallel,51,129,88,False,False,False,False,6m3LXXIJ0vXo9Sud0_93suSxmVcwFL1zvnJM-ayZtR1_EfQ
2423,MASTER,YQ-zR4gXECHCTTnU7JjbAwtWRS80CNY7TfwyayCQ0yJbFP3tXM4ussVC7g,Lightsort,240,221,189,False,False,True,False,pU2AJlWFM5E6BfeVNa2D4u4N_vcuGEwViyP0dzZqGIQxYzJ4iHtMhymk
2424,MASTER,qdD_w5j-l6TdpJ1c6w0cikttMLZSe3UQtA4mwG9Gva8RylTB,marky,32,83,66,False,False,False,False,8lqCoXux7oV0cOgd2WCEGv1f61bolk43fLj1oXuiyUqzrVsCHCo2B_PF
2425,MASTER,WuaUlW5Y4KMAcyHJzsN3ngGTwyEPVEe22ntWZFJYbltSrXY,IS THAT FEEDABOI,215,139,132,False,False,False,True,vK5ioGpQxrFcFWMvLPTmeWtAP8N944AUOVrECl5jGMvRuZs
2426,MASTER,EWoQr6TWCxS159wch-WJ_Q6xbpVN8jef0BJAycXrycnMYAs,DrDolelicious,0,154,147,False,False,False,False,fALG-ZIgvnjPqM7jkDhosPggdL8j9BHGY5HIs8B1dFbuIZk
2427,MASTER,zd5ytvviTM6RQO86-1tscACMX5PGxYAT0Es_TBMy90vulXQ,EgoDestroyer,108,108,86,False,False,False,True,PqcZsPhfL262JksrtJLwf8XTpe_QttHd2U6fJAAp3U6kUA
2428,MASTER,7r-tzWgRzUqnCrv-4JsnvlZESO6Ye8Awu-2zCL_1rkNb2TI,YourLocalMemeMan,65,116,85,False,False,False,False,rvKLtKCHb3bwKYy_Jc8J5T0QpPlPufCdyfDWiuGCQFv5HIg
2429,MASTER,B1Hyt1pDU6QSu9Q9PMmJ2FR6FNrHPKL3ApxDUl0vRaHvjC0,Tristan Hipp,1,447,402,False,False,True,False,KmRlUTZvQ5xGlIUStw-VY6S6dxZWyRHO3EHsXm5zrRr0zA
2430,MASTER,rgFEPPneTbg4dBJHS67-HOcV0IJXveLEb-AP40npnu8bl0mx,L maiL,90,194,176,False,False,False,False,w_FR0XKdClofKminkJzGNphUTW30KEVjKM6p3Nfzi-6jdoStzMZ40azU
2431,MASTER,O7qIIzupCY_9yC9S7Z-aFbL2R4LvnhTe1_cVxAdp3N3Glwo,JohnnstR,20,94,99,False,False,False,False,zf2SR59hLwX0h-_YXo1lyIQ4B52nTSmZI5o6fJrbno1W65s
2432,MASTER,VDyvqcbKem4pfvXTNEIlMtt2RIvhaZ4-ahgo4fLRpC0S,July 8 ,62,173,149,False,False,False,False,857V45JGKiHDkPLnp0ZMWGxdGL1oL8y1DzjqzJA4wKA
2433,MASTER,678gd5qUQU5m3S1gweuNMSidlAb7isBRWhHmd_jTASpdvSY,Graggy God,184,317,280,False,False,False,False,Z9fnCjFKGkcPVi13girgqUR3ilM1sKtrm2asSCCuFCQUFoA
2434,MASTER,SvFfvODDmsNT0CP34lzoyT2WMZFRN4VPfUcBtylMjJDjzRHl,DinkyWinkyHigh,156,78,49,False,False,True,True,Tjyk0jc_a_HC3RE5KGJnnD0WTTXA7qCx-M3Lb0zl3-uUqoHdtIEaSyqn
2435,MASTER,rb6HSLOVbf0yZDsJU0CsjIK8F_TZJ2h1wRokwLX39OLFIFk,KiNG Nidhogg,59,190,203,False,False,True,False,3OviBDHIpxEoWAIAWu9vk1tNaMTpJFaUQ44RdcVQawqjtzU
2436,MASTER,61844gCYrBAqy0H4cBe7i74vanNd3mN9Xma1TrUqAUTb6k_R,  A Frozen Titan,25,93,89,False,False,False,False,RAZrLpE-ing3HoUS_Xpj5q-DmdmCZUBqU49BgCAx-fT2NgIVwzfp9wx9
2437,MASTER,f-M3w9CpWQgzmiPbB4syGoz2ziasInpcBFuC_nTOm_UDsks,418c,1,120,81,False,False,True,True,XMBve60_2rr73J3oPlmKzRJKzPwVOtgtxnGtTkoT5Na6esTECD1WBvWq
2438,MASTER,QiULpMpSB9z4KIJZJRW3gPlNOYE4G6Rb-uT651dNXje7EHU,Its Kezz,0,97,97,False,False,False,False,3cgj6GMdiWfglKR8oLwmjwo0NpwCl9yihfC0-MsfuG-pWA
2439,MASTER,8z_yFUqgLa-OK2fqTErhYIh9uq5r32am-0la8GAx_EziA78,WCD Coming,1,340,315,False,False,True,True,reyRwwIok7Lxfk73cDlK16KNwSQWQ-DDgVOufOsJdemBh6M
2440,MASTER,2oVVmcsdTvMoF90CONTTuEPjmCTeLNqaC5fhyQjmLtQc1Ls,Bellow,94,108,96,False,False,True,False,NdG6Gndanek_HI0aSIKammPa3PLOVr18JWpuPdjvDNyjE3k
2441,MASTER,nNzXHIXvMtdgFC5G-hbYjMj7AvoGL5GAYTZhH-ItJjJHu9SQDijCrgwrJg,tempaeggtonklztc,0,26,17,False,False,True,False,x8IIpE-d4gjaeA6ZVrakOuDSfqHFca9QRDrK_amyzCJjZdtslDfG-UQi
2442,MASTER,_q5DCQD-Jet15oDMdyPXreViZ8cBKOZIkAi7t9I2h2iouT4mnk6QbG7i9Q,Yega,76,314,292,False,False,True,False,v8vXedBx93b7FUt7eVtef9BtBfKR7uMPPYOvPOGExqHGkhBE1Wq2Qvns
2443,MASTER,Di7V9GovniD89vQMJ11ASdCLs0XNuE7gjpgDb2XTwp23WeA,moosy,176,46,32,False,False,False,False,4iGumxKFKvkytvowGXwJhlFQwa2ITS6otvra1VyHx8h23Q
2444,MASTER,Cm6_RxDnRW7u-GNfhsxdCQ3665R7DOzPq-m3uVO4cLa1DGA,MyOwnProfile,182,160,157,False,False,False,False,cY2F8qg9l7zOJDzeyc0Z2l1Wq089xxHj0zqs-szZXsWU8ZM
2445,MASTER,LcOfTGN4ePyaSNPrZMXOfnndQY3S_P9rHhgz9xs_WRrkiCXp,1o2pp,3,234,225,False,False,False,False,rHhWmKy4p8ajZBEYbpeQJMq1DgQ2_0iCCYGOT5zvnuMuvIRecpF5535H
2446,MASTER,OjFUORMtvNOO3c_6yXQ7tS8brZEELlWYSJPu_jSe0xGzF9c,Thundersad McGee,35,163,164,False,False,False,False,_aPW09rWKE-tDTwbpkD4DousLezaCgp40opBg2aYD8oxCds
2447,MASTER,7ZWKBXT-npERDSoZ4VSLgWv0rOWPmWhSxBmV7i3rrbWj874,Dìesel,65,285,284,False,False,False,False,G_cwjSPxsxIETL-1KN1lTkx1EoVnZ2A3zxPNeqpS5mwVWPA
2448,MASTER,RCW3GUKNRUGTuAbCMVrHBT3W6fKEX_bquyvQi1QGzbFh_5Q,Dreamin,152,43,18,False,False,False,False,0v3x_FvohfUA6NtD1xqAmr1bPn60uWD5V3yJebgjGpU9MoQ
2449,MASTER,VrFB-sJs-V-qwMUWUZFDkR_TdR7i7F2FKaJi5yjuClBBm8w,AkenoHimejimaDxD,216,352,343,False,False,True,False,Yy1QI1GtYp73hbTmkOoyeCqQTLGimv2RrkJNDJfxkmQ5AQ
2450,MASTER,c01DObGszrxgTyEv_x0v2jwk7LiOPFK0cZRSLA6I8XWQ7Rg,Hãkurei Reimu,1,133,131,False,False,True,True,jZ8qTA-yGSwyhC1oY0z4-48hVZJvJLDT3_Neo0bh80xEIbA
2451,MASTER,0qbJge2ee6rTjWHybNumYxoHs1ttbEPPV-50dbmeMXOfn1k,3in1warrior,170,218,220,False,False,True,False,GFqYdhCTz2ySjK7VitxAhb3qRPJF99ZTkTcPG8QKch83K2k
2452,MASTER,41KJPZLyxd7YdJjoF0g4GrH6byN_RWw-TjMmWC5SX94vHHw,H2000Y,13,312,280,False,False,False,False,kANvDj18aLj6cji56BQUu71-YrUh-mmXPOs1e1ZQSkbpHy8
2453,MASTER,LfPbHor2UhIR_o5vLLL4m2WuC2cegMpjTZJA2A6GDJ40nJU,La Saprihora,55,125,119,False,False,False,False,CQUeqSWwBEDqyNP0OrtaMmSZTN1adhLONOcudUdDEqsb50A
2454,MASTER,eQ-VKxCVnJjOIUo3DZpj4-QHBMdOJIuCvTwTsLPmMToxHSE,Gochu XL,186,140,101,False,False,False,True,oU9Wjkw13j6gg4cWdQNkpuoyT32wrN8V5vD56njeQWZBRVQ
2455,MASTER,tUvwXovLEahJGh_TOzC0d5_wJcLJn980YuvKtSpfyKPpfaA,PacoParrot,122,266,262,False,False,True,False,443t4k344iROkAPA4XbF1yeKNtUC5paIyYDHc3XlE4puleY
2456,MASTER,ksVJ2w3WTqE89r5KDlJCoA9szvO3s3B2HjEq1WW6U44zdpE,Onier99,69,121,111,False,False,False,True,I6p0BUKrEvAX-7B1n3Y_rdr6bp6zphdgRhXzUdvYSLf6e8A
2457,MASTER,FwIAqQYHlsrcLFztPMnGX6GSm0tTBgFNaMkmpB2bRo6zjy7l,dogie,0,52,27,False,False,False,False,ZC2Z2I_kFKK9bC80Br_dYo323yMreIbPk7ukc7xnBOuPFyiSeMCM9rsV
2458,MASTER,TqXvsXbpV2DhG8-91N7_je4JSjApFYUbTtaxNb7XP8A-8HU,Ferney Sanders,1,193,185,False,False,True,False,BUMtfDTpHOsaeV7BP7ldVoPazw2XGRsTRSzhs5RnJ3GMH28
2459,MASTER,9TWegjMUqM2Zx3ZxOxrqr7I6RiXCMivjyVr06uD55VWa_Ss,YouShouIdKnowMe,43,68,59,False,False,False,False,rg_yy6sIReCmDN5ytKvjYzuYf6e_N46qhTNREyxnLxQXz9E
2460,MASTER,kDkHX4FsUGEgpfSUON5H3wReezRCmCuHeotnc2XBjToPiOyE00Fldfjm6g,FQWERRRD,219,169,147,False,False,True,False,rBj-0GffjiCcRvJl5Blawux9e76GoezG-s8KWoyAO2tYIB0KsJ19vU0G
2461,MASTER,0DuqckBkIFgmIbatiuBvVPLksbChy03L9Npw9YlXYkYfby8,Miss Andra,22,61,54,False,False,False,False,kxIXfb7Z1T7p8tr4yAr5LyhYEdaYX4F0yJrk49_Kt1JaFgg
2462,MASTER,YiAh46CS8TQfRXi5YQIFgWSSN19gvoXr_93_32JY4hVpb1g,MF Rinch,0,274,278,False,False,False,False,mpJ0EPa7IphGNpnz2PbAJn6-TQPwgfAaTFY0RyDn3iWRDGw
2463,MASTER,9Y3LVc6pAbbs5Q8mS_wKXs6hLa1AuBSGFJ0rcj53wpRFwdQ,CBootcy,180,161,157,False,False,False,False,iNBdAy4JT1jZ8Z5xeAeon3g9Oi7f5D3D-qVhCyqNiV1T80o
2464,MASTER,qPHZQtH1mY6pFUHfPN-hZPfv6yDCqo8r5VtgaO2-S1fGhvU,FutureSelf,174,187,145,False,False,False,False,EybE2zoE8subAW9_oq5VYNayaXOiARsuyD7Srm66J3GzdhM
2465,MASTER,RICiRNuNHLPW9K5gmF-suvNqL4FORKlliOCRIP5PdZrDO_8,Lieutenant,159,113,108,False,False,False,False,agitguAWPz5JBBag88UKVLkLR9ru4fSUmJxcQ-unijVX9an2qMIACOk5
2466,MASTER,w6Vi5xvNX1SQR7SiOWh0A-utQ_lD7jsA4JaVvWaxvc0HMT4,STM Mark,43,65,72,False,False,True,True,ToYDrx_Z4FW01eYLBa5QZIxuOJLESGFZ2ANNFqHfttHajw
2467,MASTER,PtV0Dtf6CzuL8LK4MsTkF0TdexCvIn3Z6tMwNUdIjIV--sY,hıa,231,126,124,False,False,True,False,UNZviZBws95yzdsL5U3cyF1RqaPyvGeJ3CQRLC2eP_qcz0Y
2468,MASTER,ywmPCervBlPk4NdAj3gC_0wFMicyuekHeyinpgDZN7yS,dawolfsclaw,191,96,86,False,False,False,False,hTTUfiV6tuUGrIuYlwbHMUlmxbJ8O1L_NaIiET6YdnhEBw
2469,MASTER,ub4bQFsgx2RTNjSe4FsIqHxXynQ9Z4DDS4HQjxKtYf6dtMcSB3nhAE2Oiw,F4n4tiik,120,32,22,False,False,False,False,Ic8Bprt2UNBvf2RxzqPcX-TBml-09wRUQw7tgpCrGu-U3SO2bCLmwVPT
2470,MASTER,wDkX6t62_nRDkF7fb1seWyiiRBYK-8FDMZbLM8f9AE2PoTg,TSM Cozy,79,94,75,False,False,False,False,NrjVXjF50gP5ZuJl78xQAtO003LSH17LB6avqoPrWNQ9nCY
2471,MASTER,IDHJykLaPW85eYMbOg_QDj4sNxb2UWT0qmo8obou4_hx3sM,Danny Nguyen,48,164,173,False,False,False,False,IT3g36Uy7tWecGWxSHYulRQCYBSPf5OfLHeokHiwnrCfIGo
2472,MASTER,K-IyXgs-8nM0oBfNISRg9bNy7G2dTqQJxMFaWl5N-x6PX0g,SSSean1,93,85,63,False,False,True,False,AqSPHfPBj1hePFGOaaZWjFChS5RauR9KBKQPmBUg6EKn3zo
2473,MASTER,IKg4fIBfCKZSfmkIcz1ORwxxR1ujMJYMahF9EulXY_OsOHk,Julìus,219,111,73,False,False,False,True,5SMv4b9IgTdasIlh-hD6w2l4qVgM7dH82Yb8oVn0NLhjkg
2474,MASTER,qwrnzzryOn0RU1dkHu1FNn_xslMAPa_56F4gN01P7N7qpExG,nxi,48,107,93,False,False,False,True,8yRcTpkQ-0Fk1M1IpgHBd7Ppar045_FOSZvaXK7D6dc9SC5rQHJMkquZ
2475,MASTER,M7rvHM9u-GUHibwXt8n00tdZD8jUJ3x7SWtF2ZXyqYcKYYg,LiL Mewtwo,23,160,141,False,False,False,False,VVeSUhm4-pCDbgnTdbAGy8mpL2W3Jli7ffdCUzBz5dtg4cA
2476,MASTER,JVwP4jPas_wbwfsGhL6k7eZUaQ_cP7nVRI_Ar-lOD3HF8eU,Invitrix,208,362,360,False,False,False,True,HpdXakI4t-hIqAhMIVOKiBtyS2tVyLcMI87j1YDp6KGLQRs
2477,MASTER,4ui-6dR1fLkqlfluyoE4BPmVn_K6Y4Ot_CmaA4bMmxawrgI,Mibalzich,73,304,309,False,False,False,False,AN3S5RLYgcSqRRcjCiH-dM5beUpPd63g5CY0lswvUbNSm1c
2478,MASTER,kP0b7FIhoLqGY3x9Z_oEz1NvyxIaqQlz4-40COtZinep5GI,Setoo Kaiba,150,657,653,False,False,True,False,pBb8c0jlkA7safi4-gtnMjvXaxMbBK62DcUBXwGmo64B4bs
2479,MASTER,Jg5mBn4xlI7jg-L57nE1Ja7huHLbvdexSA78MjCgSFJNHwo,wellens ,119,83,77,False,False,False,False,eNGVyx4-d5lqOwZ9DgqRxFRcfvgDroc4lMGaVtD_PPFqu78
2480,MASTER,1nP2aWS0wdUHFa5Tr3gXIhIMXQ9hvjAwIjED5JAdgYT--40,GODGLONK FUGGLER,87,292,234,False,False,False,False,7-16-onM3ZTSdKJzFqZpUQLnfTpJbLscGZfI--3eU8mkEXA
2481,MASTER,NAroVyllR9Mz74wTeuWGLUMgw3OxarRRYUPBqA91s2stSnM,1 800 DEMACIA,12,35,33,False,False,False,False,EVPJ0C99Wk57eXheEUlr0I935hLnyMJT6wmnPPbRLHDwM_k
2482,MASTER,iKBOXx2KDMT2mVs7j22vNZG2A_wcGl1Fwvrgxg8KTIqiLC8,viperviperviper,67,68,37,False,False,False,False,jocTWNNWbGuRUfQnnQltTjx1VSsK2jHk--1NVSdq9wgwcCI
2483,MASTER,erMA7mXoIHZ9BYEEHwGazk8nDZbOFATFCmaJXHXAKiAJkyY,Top 1 Percent,18,76,86,False,False,True,False,G5PhMSKkJVBXQi6DSoUE9AKAJ0yuMbxwBwvMjSK8x7WG7pY
2484,MASTER,RSNsnpjIBG6OqhbaHqe1PUn5bbQlKbet6KJ_ZlnlccWClOE,orpsiy,49,146,145,False,False,True,False,NZucSGovILt4SOBmdCF2YTlc69Dz9rP3q17-mq6WcwpP6Q
2485,MASTER,v87oPwO8__eKyeoGfiuftBByCQNeQMbMW_9NxCzOTx344VQ,Clear Lake,0,229,179,False,False,False,False,ieT6EpPaoiaTC3_6CXOSsuJtHB7PAz1VkagQaOhxdb88ONY
2486,MASTER,oP_JDM80HntP9g3EcIURMTNr1XYsAfmNMh_yas9g48jsdGc,The Exceed,91,63,58,False,False,True,False,59pVDpDcddcu3QCKHIwgXhHrJ5HCqq8UZSr7G74u-QOsQVg
2487,MASTER,sDe23axiV016jujUE5e-S6jIIf_bp4mHpxlJ83d2A23kivE,BZRP,55,112,87,False,False,False,False,2w-rNJOLer3nHmMi4X8M7mVhDLYJ3ANOGqWvRRivfm85RQ
2488,MASTER,QKECCqb22nbmBLVFAV98y2H8wmE4eZP1S6EFErTCezFmyp8,RuhRohRush,106,43,35,False,False,False,False,ctBS_wpSu-ctijcfBHPte79qVsTcXZiyOxPNvwoYbB74Lg
2489,MASTER,QQgPREOm0RrXj9dvtcDN2vPx6yP2LDbRcNkSj4YwNg2GuXU,Only like you,172,87,89,True,False,False,False,K0ZHj2M6BLHEcchsbOTQRIX-ZGB8gQMQFX8bBOLc2atSr58
2490,MASTER,mKcQoxZkdtL4w5MvviYhHF0rpF5NhLHx8pr-CpSVPqcJj2ltfZi-VII0bQ,dwkblsmp,161,137,113,False,False,False,False,BwnbI66qOs0YROlD2_xFZbnd9UXV4hF07pl5tHtVkBvR8dpY-pi7hph7
2491,MASTER,jFITzWBDDKNjsp8ywXwBvo3Kqy_AfV8CAaUDlZ37V6cuTok,DeadGemini,249,68,44,False,False,False,False,yhX__ucV--CEvoMcWSPfmdL3B5mBRCZYOTZXfaSPiO8NN_0
2492,MASTER,MDXx0nFeINUmCsnxeMFKxvfrnG9eKNR0_DBwH6wvyh-6a_E,Naval,1,89,71,False,False,True,False,os_HiPlImCHdCLYor8wZHO1QiHKB5d53NSg0LPh6rDzFz_o
2493,MASTER,laahdj5hNM7czyT95ioH1ogu_yiRiLTU5GsfDGzbpxHjkQg,Ðâ de hâo yà,112,74,69,False,False,False,False,fiv1PtjQ7JMmr1YhknT-iXejhBiVhjl9JCxMnpS--dQ1pdo
2494,MASTER,vyQOhdBcEof4omNp3WteQRUfQSbaM0U3ay33n_ST5itiSW8,Blueyoshi6,90,413,375,False,False,False,True,il46aKU6yxN8vs-3ydprL_W--1NGbWQCEu4NDqVNwYMQ8rA
2495,MASTER,OE7bLdrT3MRcJu3eH7slcyLU0GeTx74Xn-GVYtYvkW5qA-w,Mordekaiser4life,23,66,54,False,False,False,True,34MHP6YupvmOQRocArA_PvuqmvQDJBovgm7AQB4yzU39dw
2496,MASTER,VqRDP-H6mVTBdQTW6w1h5htf2T2fUVoNfwbI6QBhU9KPZME,insanity,257,108,100,False,False,False,False,AYDA7vXKhrtXdd9p8RTwV2LfffP7y9sbk5UXzREiiDZj7Ho
2497,MASTER,942jmPXZnAC1L50QXWWXF5DngZWJjYUhXRxuyGeXIXttg5yB,ineza,2,172,187,False,False,False,False,fQdzBj_TcDwI45tulG_12ozWjPx-zUStrWgXuafJWPfk5FVMN0woQo2s
2498,MASTER,zbBtL70ztWwCOpo_g-uoeBmMVefclYMSU9OVN1pjr8xJNrk,DevilUnikorn,177,280,261,False,False,True,False,Lu1Fo_MuOY6Xqq2o_sFXjMG4BsCS6sudrHZo2acJfiwh8XA
2499,MASTER,7O50zi4AaM2B2qYlouYTOUIhD5NSOF3eRyS3TO3s41XsgBS53JLETwM2cA,llIllllIlllllllI,89,247,225,False,False,True,False,AB1-9iTen66mkWibEAUzJ1NQeTsxodJFAfkqjE1S23bdhFle4bPin9cq
2500,MASTER,9szwafCKHcnwhySdqag8EjsQlFvGKcTezn8Nxwdw-l7WS3I,legands,145,463,458,False,False,True,True,6RE6UE2PLy3k6tCWbLweTEHfJFnlUMh5-wMAIpmDE4-jWQ
2501,MASTER,oG7vbs3T7Gybqm1OuJ-YVbakpz9lgfU4K2xgLa_Ni_AO1AY,Alibye,137,222,212,False,False,False,False,1gEtPFMkdWsOtQCjyiIDnC8ZGuvWz8CLy0oLHApIktcF4WE
2502,MASTER,k_lImQpwgNz23Gyzion-f3NRS88kl7-iMArE5EpN6ot6LaKK,Mood9,140,77,51,False,False,False,False,QzYfn-UcTJoF7s7MQkTOX-RX3x6VK1MywwTtPy2RVI1-tn_O1QnsZnld
2503,MASTER,6TSDHXMoIS4ksJksGi04DunFPuQgmWF3m0PL0FOMvd1Nf7M,Just Jayy,149,128,127,False,False,True,False,PD6QX48niWf1CIkkrEsBnP_iVvyIPzMZB2Njdn2UFNn14A
2504,MASTER,WJBSM2i2zJ8Sow4bzJVssZi8RoKRi8wc_QZV3RkkT02j-iQ5,disasterˇ,72,81,49,False,False,False,False,8iLzPwGybrmKdURnakj6ZmEY_Mo8hE6xTdivQAOjPssnKkz_03q8ywBM
2505,MASTER,QhsCmLeaBPosZNlGQRkVbE60UsNILtAUaCeRfB0xnPxLZig,Jungle Pacifist,138,89,66,False,False,False,False,JxdIN9TL_Uc75zjskd7xEFBg9f3Re1lmDwMar7jZsOXx0A
2506,MASTER,JUblUGwRv2ab4-C8mlDhSVJw90qC5Mwy177DGSCAEcSUIk8,Noun,4,113,92,False,False,False,False,9ER84K3iYm9FERbDrn0uLLJ7Tc_3WiycVH93SaOmQ35V_Q
2507,MASTER,Q_pQ_jLk75b4tgAQSmFgMyB0n72XyAsd50WY_VISDTVBQDk9,BBOOMMBBOOMM,17,261,236,False,False,True,True,SuNLWO7XSWXhL54hLRJ49LkdOXcS8WuuW-M67tt2JKh6H4lVPNw9jdUa
2508,MASTER,UR4rJypUGqZ0-JD-Epne48T5DzgMz77grirrtGT5wjZFW9JauMleRb1E0w,sorry mybad12,131,36,26,False,False,True,False,gCf4i5yyKH8UEwhLf0ZCQoxX5xsZlav4dRRfQwlR5w8VMChp8rMcjpPy
2509,MASTER,Lt2qraIGabBZ_KNZA91YRvpArODbYILOBZPEFYYvR7AENeU,P1atypus,149,88,82,False,False,False,False,A-UreHdMq1ziFovIc9w3J5wZizzhBld3FXBSpfgI6_OE32Y
2510,MASTER,aAYRhGCL6zAgAdnpa7W3KwClKSkIH9BCIG3d0fdIdl8pKr8,ErikaMomotanii,1,358,347,False,False,True,False,hWBLyyHYK3Y5oUnVubh1ABQbYi-FOcauenqvyWtB6tzoOzs
2511,MASTER,JZN_juMvDvtcldSO56yAAiXG5xbuXiqrkF4saZwu-f1Bi4o,Something rotten,1,110,92,False,False,True,False,ljJxuYIGN_mYh6c4KNzJZ-0WBq1eXKSElofThvfCslgWVk3bAJqqCq8R
2512,MASTER,bfvP-zeP72NWm36vc8GSGFK_35XecNSw1a7o1KKa8Fg_JNI,T26,68,263,220,False,False,False,False,7dafEIebU0ckvzcVx2x3jG3KKjUSPEX-H0qVYOXhacgJcmo
2513,MASTER,OlnDlCEERIoHJhzDNIGNFcqg-pX5pstmA87g4uXcRHPRYhs,Avenger152,110,160,153,False,False,False,False,dwU6Fmrh_CHRTtyNxQ-NzuIXv1pXWgB_QJM5OihJftnsivQ
2514,MASTER,XhBp24q6_QKCvip3qiCu9sjQDSxPtSgHdHK6W24dVc0f4tU,Béast,84,258,230,False,False,False,False,2Fpa3E_OGE_NuINpbj7qEucp9zKD5DS9oQL96ZdAWp9rVlg
2515,MASTER,lvA4rcHQSURJ9PFmqVv4ZCMn0TkGPn9MMAOuKdbv2I6cUXM,Waraight,112,328,325,False,False,True,False,OIg3dJBrELLKK9bqLaoqa3vdQjqfYdcLGHQ8rqD863JkYw
2516,MASTER,cTB4FjCN0_ssI2Gw5Ma89KAkOJxlg4F0I1_wCRwNkXC6B2r6,lIIlIiIIIIIII,163,641,531,True,False,False,False,NZXcjTTqKbcIzvmXdH3A1Ne-kGVaMXpuQXXFXMDSfyF093f8oCShQneP
2517,MASTER,Hxpk4LQuPs2pXZWEbkESiWw19Qnw5v-4FMYLPnDbmu5Ld_cU,Sylvanas Simp,65,107,93,False,False,False,False,reKsJyE8rwD-RfahQGdIuhnHM8NpthS5f1pInilCgsDkRnkbxSo-zUr4
2518,MASTER,1CqL5j0pzDEr-t5mse7N_OAh9Yy4fO3h18elYi7LXmGy8fU,Numb Nightmare,0,833,823,False,False,False,False,j8y6Rh4tUqoFnssn9pzCYPCxoEt-xkA_HfE9JxLKgCJMU9Q
2519,MASTER,DW5-wOROnYDoF2EjIv3oDPx2OW_i8r-ZmQEQRm_x4EI-wYI,Winston4,4,222,212,False,False,False,False,xajlkM-pfJa1PozwXPF3FPUNZ7qoIn1-CvndKfA_CKyMNA
2520,MASTER,ThwlyYzHXV1F2bxuCiVt7j5MHGd4bzD91QohRc7X3rzrv_pm,BadPlayerNoFlame,218,281,266,False,False,False,True,62KrbApnJokUrOrnaVKD5nqdwxlwBrRcwXPFOqZ9maZNfrOWIzRQ7Hl8
2521,MASTER,fDOH44l35vr9Wa4y6FELS61YduDLmhTEpAgknyRLwphaTzo,the sub,38,133,78,False,False,False,False,S6eP7Dcxkp1XAddIZETtCHFodEbwSLvFWubY724Pzl3beQ
2522,MASTER,QIcHGFDXE3Cbt6WqKVN3oq49ybGyF3Zb7GP544VVfjEVBcLyLG9BMaa8wA,ido slave,234,83,56,False,False,True,False,hPkMi3faxN0SHrg2OgSrPF25g6yXFgMFgE3K_d3NtbqK4j5vlJcgxv5T
2523,MASTER,z0GJqGfBD5mQWo7z4oRDAYX-2NMn2q5LKDDk89d8M1tS-PF6,DyOGamer,171,125,119,False,False,False,False,6SClFy07HUdrcK05O0WsFio3Dh3xXPb-5miiVlBuduJKcsOhbRf9lTGQ
2524,MASTER,jD4Kg4lgfN2GbJcG0IldApFDdnHEs_hkaAVBWNYVVWb2RYo,Busio,52,49,61,False,False,False,False,elDN0JVHojwVJwg6Wl8-kz4CJAcIYy5nHKqH1zjXvz-Dd2M
2525,MASTER,yqhoI8FLuMoAYwmgsYxo6XneDBigKYuLz-EJnlN8SXfhUEc,Aldorroth,1,75,60,False,False,True,False,bvHPGFGu3yC9CiHnMvqfg6PUMnbK0eGYdHuGowJt2pUPqNU
2526,MASTER,ve03QN5kmltzourG6AQbFlsrboJxxPOYewAgUexJL4pYj0Y,Brasilian Goku,74,365,321,True,False,False,False,lfstIkDk0FGVJHyHlvCqqMBjXdhkqHFidjkJ9clO7zypaDk
2527,MASTER,lSD6hksI1IH-iGV_uFXDrxlfvddcWg54C1IQdhyEI2t9SIo,TwTv BTangLoL,179,153,136,False,False,False,False,AvxgT5pNnCj-M3PoOqT5Obo-IKun6TjZf1TRD1QGNtpQY0c
