,tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,accountId
0,CHALLENGER,2je6pbrCAXwUa0ZAak_Ua71IhP-Cb-EQT14wq4KaFpcaL3w,VX REVERSE6,748,409,338,False,False,False,True,Qfiv008XrYljGBrF_nC9UMyb6qEN7R-VDDiQtcq_DEzrx0A
1,CHALLENGER,FOuFQnnCDVTpZbkiyuVvOeVR-nw3ahiq5P7oFpvb7tpQnPNO8cUNkdHf0Q,Grey Tulip,752,92,61,False,False,False,False,K4RFYdy-tcYNt6fwE_WY2AuvU9k909rNG-NqM_h2UJrxQ5y4mZezw68u
2,CHALLENGER,omvy7PwUl7bTUh2CvZRUzzcs4AubqPcBxIRP8UHxV-i4QWM,Chase,612,167,128,False,False,True,False,yl_8KSsY1MrRjhV_9to5wPVUEEtstsgAIN61pnQLDhRY6g
3,CHALLENGER,zPZmO0-Nl4VKJpnERtbtKgmgtjCy50z_yTfSgs0KEZA0IqtVA1lrrZKlpQ,quantumfan,640,220,208,True,False,False,False,Fc3zh1jfJukEx7BqOMkhpu-q7kmhsX0mpx6VilHdttZeyGfVt0quyYdo
4,CHALLENGER,DtDJrV6zfIoRzICDNF543Z6dC2dK3c7z6UQQXXEH-RE-rKk,5fire,849,148,134,True,False,False,False,gTzJPVWwxropWxtofKtvumkWFk6FmBYABUPc6rUsv_nwTA
5,CHALLENGER,uovS2QthJ-YeklCoWg7NsMlfyUcFDNOdwUcOWdwqvo261xiY,Scoooped3,661,133,104,False,False,False,False,rBcjCNd-qQh9QPGNiMq4XTUNnFY84P5KX9Pj8r2RilLlp3wPomJ3bd6F
6,CHALLENGER,Z2sG-OnH6Ntp83uauea9jGuwGSfloU2RC2iVoZXYb-gs-eM,crimsonteal,1406,289,219,True,False,False,False,0uGJlEt_dEeT4uRUG69a4Wyy5p5l0U8zcX7OKaYdnP2BetE
7,CHALLENGER,XJQ0rcCQHGsIeBAsC40zRFK07Ep9czFk_-xsipM87bz8xnAZ,Clam,862,232,198,True,False,False,True,hDkwXjUjdJNu1KG0CWKG8oYasjDofq9JwTFafvXWwGQFkOY5tUh7ENAi
8,CHALLENGER,Yi1Y9iig6Ny-_hhdFcjjoEi4yWHaO8NFHcnqDWg1XSsAkyJa,Bejjj,771,151,121,False,False,False,False,DLXhLXkL2ftQGfcPtFhBHQMdWAhsuPaPdozz8Q_2uFJpVH3mGWrk-A0a
9,CHALLENGER,Kbx25ecpvEApkOionU7XB5dv8GxBp2DCiXsqPx_32AJLGRA,I Missed My Q,707,319,268,False,False,True,False,gLsGQ2G35qVxwfiCObEejcn4n1dBaDmmv5KkeqnW8lht2A
10,CHALLENGER,AREqBFxdEFiw1lWLFHg5L8DN8dX034JJawoktp2usjeMLWg,AnDa,1160,264,227,True,False,False,False,hlnNd1G1g7jAAhioxbgInQGXb_KOdDDljaVm6s3Gi5UBkA
11,CHALLENGER,nV7dQakuYKpPcSLcF46R3F8-D6KcfoaoeY7yEU21meMNvh93,GG Yunbee,952,361,342,True,False,False,False,psk5FJHkCDGyuE29kIIVpPVO2zkPtHFRx2UGQxVSau072OHOqm5RE7Yt
12,CHALLENGER,dx55U-WerpcDP_zKDuzx2my46DmBNYVyY2crpL13jxIgJcM,Twtv Quaslol,749,295,260,False,False,True,True,lSCWzhqASQtk-aZYmPlmKOxRG26-sw8B-ul3BUYtEUrEFGo
13,CHALLENGER,ckfas65NM46M39j31bQMjn60UOe7f2Rt1idToOq_ay1nRQU,tibs2,643,175,146,False,False,False,False,GmEQBfOnH-8g_BRJ4vNXXthYbddGmd8OvuzGA6NITTDm9K4
14,CHALLENGER,ZGihAh7wAUQDnAAUdjg1QKprp7pCxSjFMCQd2JiVGw5M1Sc,neeko sex king,616,283,246,False,False,True,True,fNoh4QZVb3RWhPGtSya_nL48eRg9mzi62kpsJIyfE5dr7yU
15,CHALLENGER,A0CDcKFW2oGLPkqc3rWCN2PqW5wxbkCzR2-XFBHQe2u7LcU,naidaaka,761,97,63,False,False,False,True,_9mXsEWyiHRiyrIAP3hA1PvCSohzXnFl5h_qV_o7oOdTkTY
16,CHALLENGER,mB-u7RUQxHG4a-V6CtZByG5nEXuspdyJ9r8MH99JkhyJFpw_4fHYVwp06g,depresion,1223,227,181,True,False,False,True,KBxlxnBnjAN5AOrWuWtsIUII4sTEewk1Z0lrYFSet6zTMZBRrvdYkghX
17,CHALLENGER,FzlY7vuDuvjFHZ87spM0P6sy3KrSK5Y0CCclG7fWUcfDCgd-aPzPe8gMfQ,GG Swip3rR,619,314,285,False,False,True,False,ShcNteAiJHctPtHN9pC0EnbRl_tFzsUBc9kTfjQzATVuU5CFqvcoeNEI
18,CHALLENGER,5TjspC5mVQhHePnwkLRS_0R6pcSXnzCfn6ctwB8e7v_aWdihv24LVw74kg,unga bunga kindo,805,167,124,True,False,False,False,MhxwRtw6C5F3JP02KUNR9COZ-D-uG3mn1Wk4GnzhDnx7vGSFakOd5dq9
19,CHALLENGER,E1049s0F-x1TPFj0hOwCcQx1qLSnmMomK7g0HUwOUXHvPiI,TSM Sword,739,305,288,True,False,False,False,z-B7FCe5SljV7qZPnpDSKeMAhAegRceK4_uoLGgLO91iV80
20,CHALLENGER,sF8gmjhxf2kFLL9F7mI-5H61e9bzvsTcSlNmTgWHU61gl4y-,Son,999,102,86,False,False,False,False,GSK93X3OD3Cg-iI3vLk_r9LdnuymkVKdXzCzooLT8gyxtFxiiznd5co6
21,CHALLENGER,-zrg97TzYgGGqENw6D8wF5juKECPR6qf0i4ba9fGWcz1KQE,cncrcept,1015,570,550,True,False,False,False,82ZYCYhlJ7ZF3QzJOSc8FzSdDn1x_Vttz-YBSxyghAMmKg
22,CHALLENGER,xGAs1jvn7r9pV3RG1JfZ1GBQi-Rydn4t65QpiLaK9j4_1QQ2Mg4BxkQfpg,boom1boom,726,133,112,True,False,False,False,Md1rQNoJEVvE6Q1E93FyYB-SBDyujBRS1VpgD6rPXwRygDqrwl9_XIno
23,CHALLENGER,2iG2cnx2BMOYfA-lUzKsd-9S0nGIIWPkYElH7NO6dIdguBo,Enemies,624,189,163,False,False,True,False,fXuxHytIEXYAl4c2gYlhHQ08BLuOnN1ToTo8g4OQ-hjAqx0
24,CHALLENGER,iOogPtnN-hXf8-ll911ItMlXw-TPjmnoN1yDh1freWTeevs,MaRiTiMuS,610,83,57,False,False,True,False,1irzR2ilftfDaZQwNQZLiiKm_UOjfmrRHJfsB0GVXTuKI70
25,CHALLENGER,wCaDAoZXvhdbZhHsvbkKnjLaFjfUl0GmVK2QT9rIWg9DR8A,R7 Jungla,1162,173,128,True,False,False,False,y2PKUph7Vu1L7YlgauKsWNVlb92gD3mZNL5MbSJxxF6uSuw
26,CHALLENGER,2HDVnZeQUjQzA-HXxN7PPtLu4fzlfwO6i-mvV0TM1VvRCIg,WX HERD VD,674,191,145,False,False,False,False,v9VA7GKnjoKo-dD5ZQD3Y4RYoi6JvGQ5rUU3-WGBPnl8Mrw
27,CHALLENGER,c07Idgh3QkBpirrH8YBfTdJVMzk9FnrQbMuvZLRcZHno654,iloveyou1234,656,200,185,True,False,False,False,JhfyLdx8mnzpGEKPEaJN-2ptemD6Hs_GaEprrKyiy9sL0i0
28,CHALLENGER,104vNzkJdRjMUWi-yU7TkA6quTveuFRYJpx1JQkSqctr3RqB,sleepy links,996,343,304,True,False,False,False,5whHVlVkOt7tel_K3sKnzUZAGqsVbPlRc2klMqdBRuzWw9OJa1FmfDoS
29,CHALLENGER,sdORsCSmPfSzbIPmuw7-XRkEVqwBSmD0nyFpVhuLk8qYaGU,KryRa,881,152,122,True,False,False,False,fXZHjupAKUiZSs5d8jAMSRhtrHnQbMlJNrss08xkSXamQk8
30,CHALLENGER,4a0bYfkfV1N3pK-v_vGQFBeAbvBKFHWbJ4vFptC6sT2gZSw,TempestLoveYuely,718,152,127,False,False,True,False,D_UrZSlx2VO8Ku9xOh7kNznDyLTz37fEGD_no83Dg7Ny3Hc
31,CHALLENGER,gWWOsINuuqEwzn67FdVJbFcVJ2TfeDqUAekoMf0Q1_oZGAk,íCandy,633,160,134,False,False,False,False,_y2-pXzkW6QJ__UP7LMtcxfT4TL4MaKTa4QCUv-2XsU7y6E
32,CHALLENGER,qTOFzbLZw2UmeGxF0fQxyAbJ0DquatkwkpYi5uE0Xx6uy-Y,TEAMLUKEE,752,233,217,True,False,False,False,Yap5L7VnAOkW4kRAk0OJou3Ao4-UxS1k9W1D4DBWtrJhsJA
33,CHALLENGER,zRnyprV8ruN9_DvA5nK_4SSA7Lujjl6FaGyatDNgrT1CafHq5biSuUpXCA,rocketf1sh,767,130,104,False,False,False,False,3YvrVPbvahjFO5uZf-kyjUGzDkYA_5dwigspnbb5aMIRTLmSavG_4Q5n
34,CHALLENGER,RFxXUgC5tr8d99MBqXCuuuRgvjOt5luYr4RfxxqUhOCMpDM,Chad Draven,700,178,136,False,False,False,True,z9F8a6VXONHqOI1nLUExDPb_wmFnFAXmQ-4dic2qu6g27_E
35,CHALLENGER,BisB0uL08U3YhNBPlnlwWgK5nGoLsvlyzcnPx9wU4KeXfT8,Joggerss,706,312,286,False,False,False,False,tsz73H52CtZWecn-N9ClcVo7nBHhP-rzrHi4x5tQZs7V2GA
36,CHALLENGER,--_TjJXrSL91ZUuvDyfn69rjvFUzaxb2M9sEudKkvSJHB5ui,LainFangMu,698,81,57,False,False,False,False,CauHt8Y3fjc4rUVrV8QWhrft9RbgfvuHxulMECfUAAllXbl0Okb1pjAk
37,CHALLENGER,MPCpPlvLkUZlbbp-fU6n2wpAZksZ1g0Y6m77NBSCFkZWK_GM,Sweet Tangerine,751,172,114,False,False,False,False,xVVv0pX16uPu_zL94pfCH4kSRB0o4QLRfkDOQcCexTN0twRQWPZa1_0z
38,CHALLENGER,AbMMN9TeYxY9CqOHjyDC5hqpLwE10IhU9FABodXTFRPjJB0,minui,741,286,260,False,False,False,False,5wmAaue8LFPR1rUV7LrfERINh5SsCkiCdxaggq6ahhg8Uk4
39,CHALLENGER,lg2TJYUC6RJQVXvF7bveoEXqWjd4WGh4gWW4a-uIZc--VrLSSBwfnGAZjQ,CLG FINN,724,224,209,True,False,False,False,ElW9_Srsb3hB6uOuH3BW3_ydBWxqTQ1miclPI2oNwookGNrybLZCFVUC
40,CHALLENGER,gfzYl0GUWzFUWu0F5FZAbg37XGUoU4aR6fQs7DnX04zUkIo,Alex Blais,676,117,96,False,False,False,False,vpFs3xiX3-1SeuyRxx-Jy9MOlVo9-Tbe5FdXPYWqBcwMnw
41,CHALLENGER,9oPeVAfSrtR45RlvSbF7UrT332unufbl4kLvM_APBw-6j6o,no invade pls,1005,344,303,True,False,False,False,t9XYvGrJOlB5pcI6RtTLx6VIk0auyj2Q7CLg5RIJ8lsnsw
42,CHALLENGER,41d29DJrj-tHhuxrjzN7ahlj548XpKybXNzxnxyFvdE2MOc,Amaso,692,289,270,False,False,False,False,CqpjPHCYT0r0nNSc9rKZ07fQMPWmWhj84En_xs_ZUDBpKQ
43,CHALLENGER,G49bWF3wu5oxrpdfQTF8fcj_fxuwJ1ix2uudI0aNMqw415U,Scenari0,797,238,199,False,False,False,True,zn1vNsFgKwH6_u_JhonOMeG2TCjtwTrugULs4yT5xecdBs8
44,CHALLENGER,jK46A4eVDTdElcuksrxJqDzFCr0Zd1GqfdqGR6hqvibGBL4EkIKPn-oxrQ,sigyetaeyeob,628,194,157,False,False,False,True,chtUTYdILp_JUjyvB90Y-cC2KhiuQi3kPV_wuwFn-pckMqYCKpfR-OoG
45,CHALLENGER,JYpN5brL2dvR0Nl6OYr0p1XAMDVQV6dOQaBgS7s2PV_qgVL0,Mixtsure,762,352,312,False,False,False,True,mQ_FikRXg6UC78wj9nt-p__45wJZxCKR0NbJqxakMp-6XVI0B8zg6gge
46,CHALLENGER,dYRSESnldhZruF3CHG_RbBKl6zTzL71ZdQssq4Di6GWr5HY,WC Daption,674,272,259,False,False,True,True,cra4QvJ-avnmWInxsl40d_UMJ6h_nZi8PDIN5Z_qaBhCfQ
47,CHALLENGER,yknONa_XmoWDUhxQTH6jShknxqaiNjcohlLRGi3rYYeuRUY,black player,674,93,65,False,False,False,False,Y6GSpsnOiB4UhI1S8PDQONuiOaMWz3RjSr8jJgJtmDYddWc
48,CHALLENGER,QdjUz9MjzBXHr2KpKLhWwI_5eOvmEMgcvVH6G-3PgALkIAw,Josedeodo123,1093,193,136,True,False,False,False,fF5JjHtULm1f0i5RgaD1RpbW-w3-3NW9RB3arkV_5l_KyA
49,CHALLENGER,p0pN_biCkCYpkp2KJbuqGg07I3PbmPWA5jN3tAuXZ5uO4-Y,CaptBear,602,193,173,True,False,False,False,O5zq27ocATW64RuBPkjXXN47qTY58SaDuXJaLAtVTwqQeg
50,CHALLENGER,JzSHWmQmugWyVIArRf0l01Kcgc8SSIgfJ9P8sNyr8PANuwOg,Den ni de wan an,617,133,88,False,False,False,True,cMogAJjGtE6KL3A7gOBTmTF49b3bvrJDQkp9bQuTic-LxgXBLNQN6mht
51,CHALLENGER,OOKuWclKNDIjAFVVilb3EjSq1YiofjIMzu20zdRbqhzT_Gg,Topo,714,252,229,False,False,False,True,N6FInTCnedZe4xtcncgBi1P20BJorAZslV1u_8hkSqx7UQ
52,CHALLENGER,TC-JGbZK4w8N66xrPuGzAR9k7kWNKp64zUKhuRh8eOEGq-GDddwS54QFkg,Lo conseguire,1436,112,64,False,False,False,False,y9ypyzawCaLKZc-bDFhNitix2cfO3oxau5yNxUo4J2mkvg5sQw0_oe00
53,CHALLENGER,whwdqrzrIWGDZrGR84AS48OJueFZaZVDXEv97idWyYCE,Ablazeolive,776,126,100,False,False,False,True,_mNfmB-4ZB0uugE3lMzP_BVMBqY6C5bi6gRCoO-kvOE
54,CHALLENGER,vI3JOGzrIOPU4Y6pmhthhKazS55iW9bvtIQI6C0cbS2b4qI,Diuuuuuuuuuuuuuu,727,237,206,False,False,False,False,P4m9vA7g906umAslF_L3yEDzpC7oNkdE8QsK9Lstj5F2fD4
55,CHALLENGER,ooy72tQGy4t9LHj8MRWHcEwGPky6qE7wYKr3oSWAc7IxK5I,Ariendel,637,176,161,True,False,False,False,MBYL-xojDcvt0esTFIA2dSe24d45axk7DTakFdZgxCfNzQ
56,CHALLENGER,H7fqBqHWFgUQL80P_X4j1LyM-_xTG4G8ySlh31BaZMZ3x_6DiI6CoVgJDQ,Fizzi LFT,1044,153,130,True,False,False,True,JebKt2QJWgRTbgkS8KbLAdSy3Q4LurM1ZF21pcN4aa8lnbXA_Q785xOs
57,CHALLENGER,Sc2ecuM1rnPE9QGVIfgMXg8cI2Uv56ykX_MOSdGPRMglq3k,NøticeMeSenpai,752,211,188,True,False,False,True,e_ZoRyFC-IhrZeakKeadV8UMBqSdHU4rbWDmLOFkD26bGeo
58,CHALLENGER,VmV_AF652HefPQNBsJpEHi0jQc8uNzmljw7FzpVbLH-IMS4,RHINOOOOOOOOOOOO,969,108,67,False,False,False,False,NFsqSp2l5NeORvTqGiMQWPwVeGF2mL7Scme0ZcTC_vRyeg
59,CHALLENGER,OUNfSnqkffPHn6IpbMqPTnk_HepQXKbNNMK_U7MGtJClE1yuLkPRJeTGlg,ttv Pomerzz,982,215,162,True,False,False,False,f_Ji-rNCQAV3welvF6Z3ciAzhoqms6t8gmcOF_EBt0q3NZQl1R8GHlBd
60,CHALLENGER,c18dNqAA1SFYWf14K5N5SeRM84F4EmFR7BfLBeNbWn80R5s,ßazz B,641,189,173,False,False,False,False,olhKqU3ksfr38tbW9kxo8hQe9T4SLWo4NXSvPVQ8xqpCew
61,CHALLENGER,W6bMS-1gIEZnA2b5BQ0aOWxMCpaetapirs7rQsFGlVRN-CTSoWqGy7_YTQ,PATH TO TOP,1063,125,81,False,False,False,False,jZs86UUvv6z-je6VoKoyM3M3KhuGVHfBoGzc5UTvYFA77AuhbNNQMYKz
62,CHALLENGER,ZbgNBYdBKMO7aNANiL7yeYrs4VivuUivZCzTLWZKygKlEF8,Vex AD,761,359,318,False,False,True,False,FGyIXYAfmmavEEaiNQGz9SnHVkfqqjdjyDRphzi4SId2gWc
63,CHALLENGER,kO2b9rscnfy5jKkgfa1Wac0xKfT79wZaSJ2YPf5CfrsgWGA,Saico,855,493,461,True,False,False,False,yFM-zyZJDLcKJ4zcjUzSxaaynP0IPwOyBY0wJVa43TDvUsI
64,CHALLENGER,tQrqNM1XdDJIkZ8uL2mZtTKsCc8NqqCMbkLvri_tTloTcxM,rjsdndgod,741,376,355,True,False,False,False,PqYLR6G3TKuLYkFO4hLJiKvMhKDR32AqXmefMU8RSc88ODA
65,CHALLENGER,0GNcdh-RqK5LpTwjkEkrDSm58GA68jA7FHKhwVoFnEPE6Zk,SandPaperX,902,246,198,False,False,False,False,cgT1j_zARYH8-eNRnMgqOziaNy8XfloIz3SxkS48r7TPhA
66,CHALLENGER,B-PMRH-zLa4tB-Mfm8iZHPDKWkzRwzXDk49bCjcBH5Irduc,Pekin Woof,684,147,127,True,False,False,False,TBpmForfYmdMzUZUm7eH_GmyiI-ABRVNu5uh6EiHWTpajQ
67,CHALLENGER,B_fbsl4JQfK_YPMBvH9PGPLb5PCHlmBn3DaZ5bHqxXhmHyo,Kong Wengë,981,213,179,True,False,False,False,ZUgw0GdPlRo6ZC6EVFWr6N2b6WMATFj1ensovJF49FedxSo
68,CHALLENGER,w3B2-_0d96FTRFSzVWTFxs0TuNgC7TCJqjGM4Y0TnZyFL5I,Breezyyy,897,443,421,True,False,False,False,_okz-X6Ks1otO4aReQk8OlznnWiEdTNAGHEzdcBOzhMSUj0
69,CHALLENGER,_XKhE0jqgqLiuY8zqxrPjBJ_-B6ew0AHJUokRCVwWGhuPXkY,Sheiden9,772,96,79,True,False,False,False,VWXrcd7vn5S_gx1eFeRX8ASG-z0R1LUkHQmioZxBVlL8UWAePLQwwzVH
70,CHALLENGER,JpEzeLBg_a5kPVbghzWIxtryitGW6RUW12i0O9agLBhMwcw,Busio3,1079,217,177,True,False,False,False,rx_1FUeqkuVhcfjzRCf-xnSg1YviygahZhXWCVKMqg8ECqc
71,CHALLENGER,7PaeTf9X8QozEcjuwW0iaIBHTEWAk9EK2cXvkIr_gXxuAN3N,Spirax,759,134,107,False,False,False,False,7aP7tJdXVOiauYCRX2wrL05-FSvwfK5_4209E-ILERU07hgiy0E5FNJy
72,CHALLENGER,eawy7kcq-CkIxhC3VCOYpnpfYTEcUZHX5XA32DhO8j2OSDww2BOjLY8iwQ,Bobby Cass,723,94,83,False,False,False,False,qpAaF4PRN-gdrwF4mxylaLc7BqkfYXyuYXDY8LBKe2V6C-eS-RAHocQI
73,CHALLENGER,pOZw2yNphK9gpd4sa84xCmVy2Ju9d3eb2xR8VSWukv9U_6Y,ur babe,704,168,130,False,False,False,False,rd1JJlVxKo7sCn60M-zYakU_ugF2kRIxSpXvRugraMSLQyI
74,CHALLENGER,sIyE2wfGKA4CEgsEuLvM_Fvf00-Od0yun_jchi3-KNoTD7g,Draven696969,1295,267,219,True,False,False,False,TG69QEHOezmv5dx_Zr1yjkTdNjSTlTFjEEBZ8AiR__fJP3M
75,CHALLENGER,Mq6XoELah0pgqkPuroMv3O8NLj7-aRvGR4JXONiv-DuFBZo,Airflash,1049,250,209,True,False,False,False,o3z1GmU9IlAQsSS_6p1OcrE0yRiUIPekNGDc9zmQa_Xpq-U
76,CHALLENGER,6JBrkKfXioTDgitOMzCoP14t3cKPL00j4zMwtCbYnMiYYGY,corgi dorgi,618,197,187,False,False,True,True,QLXy3l8DAiz6cZ-2hh3h007kACUIAHCTKISEmLCIkQo1tA
77,CHALLENGER,lvl4IQkGhQhesHIHxIDMIcJ7nMB9n3UeSwC__qq12sp3H1jz,Boss Baby 1,776,138,109,False,False,False,False,zEvp2tP1bxUBDkV02D4P8zDZ-OvmkhWMSqG2MvLWdIQ5c-WsemVNc8sT
78,CHALLENGER,GHwyjIbGAOrFyyUqyve45lXDTDb194K2SmfgteftWX0AsTA,BobbyRob,698,74,50,False,False,False,False,6X_4AfKPHkUXateopcqUEVJ47YXb4EsK2dtqwUTqy50bi3A
79,CHALLENGER,M3qbUlCzhGfpz2LQI1QMqMGQnloSRfnFX6oEgEq94xjmk6I,Lunacia,722,184,155,False,False,False,True,ukQ6Ph5TPfkfXVlxEucBMiReGgcYGz7DWPa9XakRxVOWzBo
80,CHALLENGER,mlACsEihueTB0a56VhMZ3BE8BrciTc2aG425Hrcl75AoXv0,Khappaccino,661,157,134,False,False,False,False,5b8FKjZDEkDvDWkOzm_rpFi_ntsClOGntH32HOvAZrg8Lg
81,CHALLENGER,FrvFGZZwI0kkYx6ulT5hcgWzfDGYbXdBpMWX1ecyhGfVFL8Z2T_jqy3rpQ,Ivan Yang,650,258,224,False,False,True,False,VnSrYlhygPpTSVAMpp0snAI8ySv3b1_Ev2RIu4g3XlTKTf8TGD24qFcs
82,CHALLENGER,kvsExWw6O729EiQUeAmkl7TmVfjyWWUARtDHSy0O6PLOtcQ,PoopSwag69,816,656,625,False,False,False,True,CY8hhXMRWFbs05r9mlR9sWZXu3NlJ9DKQaXOYqs0fKX79ys
83,CHALLENGER,xtDjVHysAMsaX_EU_mTmm3jYQjMpBcspqgF7KDnCrVvgGCk,yeoun2,620,236,224,False,False,False,False,HZzuYvwe5tnKlfyrwEMBnAMXYhze6DTCdhRwAp0E2AbEUg
84,CHALLENGER,5_zwqQb5HFFxJ58mvlzBxwOdGxmZU8SmHrL3AbNRcYMEnqU,Pockus,679,357,343,False,False,True,False,JpH3hSPCPM3C6EO833kh2SJy9drDcLvIyrxZ4wgvmyvjUA
85,CHALLENGER,GRLUNGv_Q9_2cSQ5cfubHARszkOJ6DDwL2tqH9RU38fTikrvyyJHSrns_w,backtobasic,750,82,77,False,False,False,False,hoGwfyQIwjyHawcE9v9hvNdtifMpg6Qq9dUx9QmgzwBHKZhpNqH-TPY8
86,CHALLENGER,Y9Q-KXKbcgp_unWfgU4_c0x4zRpaJa-hdHkI8BBsFtGiXP0,locokoreano,675,253,178,False,False,False,False,NsEkDJ1BSQCQxYIf3YZafL935XogYrSvpRHkLLxX7fsTPw
87,CHALLENGER,J6dbPFn9t-BTFRWd_E96OotZ1xz7NCvpbz6ZLwDknny2ySA,TF Blade,1220,372,328,True,False,False,True,3aG3Kc48OI3SsJZzBDHct1ppvVuTz6e32_vUYEdWyx7h2F4
88,CHALLENGER,RiubnQAnbF_iFW3j2Hv2ZRFPr1cQeCbShf28n6zNl3tsljVk,Cozy Shroud,566,99,82,False,False,True,False,CiS4PH1R3k_IPcDeghsf1prn_Sn8GlOEEzgtusITbv1kHyFr9TVOhCRP
89,CHALLENGER,Va1fbHmbbEt5FdWsfnIxW8TcwfLXZlfxj5qh1ZjsqB30LdQ,abigbroomstick,693,136,111,True,False,False,False,zZ2o1f8xGDmm8D6-hCJtZ6nmkxAA-r9f0vJ6vmaovu7-qbk
90,CHALLENGER,DXuJNPSgodHAy_0zHBXc6NJnfWWClX6Hwi5FhYjwq8P4oJhEI-TbHunRZg,YETTER JG WINS,1160,181,152,True,False,False,False,F45SyXOXBSJ0hFG1TC2Tul7L2Pn8eRglOXRjKXWxRPhKdmGFvv_ja7fu
91,CHALLENGER,uzoqTnuzIyCJnDAaSmzCkP8WIF5yhB7j2yn2jYVpBgEwq4I,Kurose,795,242,209,False,False,False,True,JUe4M9_9124F6lS4LLOWIzFo_zPLIkfyg6Of1O7J_uL3WA
92,CHALLENGER,H2LyzTvUK1j9LMCY980k4A_xJjT7Ez3-vn9y3iWx_imlOqc,Tactical,1656,215,146,True,False,False,False,Y9MUkGWZU6OpUIYJclloxXh2LtYZnHuqRePQ1Vk0_VzDCRU
93,CHALLENGER,2h3CXp18GAqCr9IStlkVR-7AqLiSzjOnKwTaraq46mgKU4QM,Emperor Joel,639,195,165,False,False,False,True,1quhTXdgeNDC3biovxtK2wRGBXW5rpaNkTJZfWoGh6Wxc72MQAksltn4
94,CHALLENGER,ZHtExg5IeG6-RcUXaN5EnQuIWBAJql_BxAx24osMLMwD6-s,karasuno setter,1003,175,135,True,False,False,False,2Z5_uO83wBr45_zYTbWQdu69Aado4dxHFLLKXl2Op-djiQ
95,CHALLENGER,84dnQB_1Kjc1JlmK-_NTuRhnUMdLiwuMhVEafyIKhIQdy6k,LP Yoinker XD,611,106,71,False,False,True,True,mGBNdd12CHTpD1faR8tYruOt_qkDBZ7HbLy60ClHYZ6X2M0
96,CHALLENGER,1lxZB-OY9p9wbFyer19Gm1G8LKpos90fzUt5FlXZUg_KMEY,PancakeSlap,610,465,412,False,False,True,False,ZUdX9swpg3A1JXBRs2GcYg-dgMqppl1XWQwu13Zy3fMBKg
97,CHALLENGER,eri0WUbC1aID6ZYJmedWKpdmZiEOuJIrHz9YfbF9n4hOm2WpdPgcksuN_g,stayawayz,1336,238,194,True,False,False,False,s4OWfnGFvH8r6cAZdalM_5i5EqHS8QlcPGUVzGqBKIZfNz_AZWwNwYXy
98,CHALLENGER,7Jv8eW5D1pZrp0RiDlqOxgHe9ciUoGPgQAkHTvaRXRp4bv0,Ethereal3,722,303,272,True,False,False,False,4cEHKw9NIuK2BsVCdFGfeHUDF6ETPb-ZYAPg9H56mHjcSls
99,CHALLENGER,PBXGvWOc7Vo619knMxoslZy5d9Xzn5z7-yQdJI-uyJIRfeU,Jozyy,707,208,185,True,False,False,False,cTqhRviMWGVNX1C_G2PxInlrRDUibg_gls13a71hmQ89NQ
100,CHALLENGER,CWp8DfbuvdOqlzrKSTEN-MIkdj5CDGYyTQlCE0Txi2oSqyIW,100 Kenvi,1314,190,145,True,False,False,False,3KOkZkqK7zSxdmQo84OFJRiaLBulIn4amIiWqS9TOqY8VjrzNajjjmo7
101,CHALLENGER,vg9x9Ehr7uCIyWFaYoF6cvO4O3hUXneYSNTURE2WaHgOafQ,Reeeeeeeen ,801,236,216,True,False,False,False,rL99CsS2FOGvH38fW6OSlK5nn5FIBqzZCBawl0Y-G38x7Q
102,CHALLENGER,MimTF0EFUVfV0LIYal3YCQNkbU0zJ-RyeiVyfX8Sxi2K2Gg,Psychopathic Top,619,194,169,False,False,True,False,Oz5ugdGiJ3Z5tg2GhYonQaulQQaLk_EXUs5e5Z6AMLdixxc
103,CHALLENGER,Codv9x84wnqmGYBUyTGn5nQbUOCJerlROQbbcJUIRSDz2Fg,billyyyy,913,112,76,True,False,False,False,gcldlhfbbZRoN4JUxC7kkd5koylpsIXIjHdGdESCKF1YqA
104,CHALLENGER,aHlAq-A9tAcRUCiZid_L8Hx9AypCleg2WE_DWJDKXLxaFqE,Szochs,675,200,166,False,False,False,False,R9Kzb5j-TdZJ0UEdc3DcME7Iwobc6TGeEJ-P9OlW-afbCQ
105,CHALLENGER,-Ln-xfuVCdthBqOQOYDyatN-gTvk_ilfoQSA3WjvVfMlAms,Doublelift,916,201,176,False,False,False,False,GQIYt8u5z76CwmlcZUzE8oBIdF8ZmrjueKNlJr04Kwyanw
106,CHALLENGER,t8272xnJOwz0nbSqXGLBPwYhsrOFdHfB8JnyP5UWXLA6YcY,Qitong,931,179,148,True,False,False,True,XysBFux1LshXPPGKjERJP_yEk8lisBS09iFo2vc9_gCY4A
107,CHALLENGER,tEiQDbHZFKiIcyxcyYI1QZeIVu7iuQFfax1rNPoBR8u3QIpc5KlQkdPE5Q,TL Yeon,1064,157,124,True,False,False,False,iz3c_sYyqQg4eNKn4abR3cHO2ijFaB-J6QEZg-hjb5jafEc2FeH0396e
108,CHALLENGER,Zwls7d4F0WkbgehXta4QcHu6oJmopWc5JpmZ6Zk0-rBH5jI,MaIthaeI,925,141,107,True,False,False,False,mr2RKUivLtWVYSH0j34L_ady4f3JBFGC1yLiRhqRgp2bSg
